a,name,gender
CAMBISES,cambises,male
CAMDEN,camden,male
CAMERINO,camerino,male
CAMILO,camilo,male
CAMWY,camwy,male
CANAAN,canaan,male
CANCIO,cancio,male
CANDIDIANO,candidiano,male
CANDIDO,candido,male
CANEK,canek,male
CANICO,canico,male
CANION,canion,male
CANTALICIO,cantalicio,male
CANTIDIO,cantidio,male
CANUTO,canuto,male
CAPITON,capiton,male
CAPRASIO,caprasio,male
CARALIPO,caralipo,male
CARAUNO,carauno,male
CARISIO,carisio,male
CARITON,cariton,male
CARLETON,carleton,male
CARLISTE,carliste,male
CARLITOS,carlitos,male
CARLO,carlo,male
CARLOMAGNO,carlomagno,male
CARLOS,carlos,male
CARLTON,carlton,male
CARMELO,carmelo,male
CARPO,carpo,male
CARPOFORO,carpoforo,male
CARPONIO,carponio,male
CARRICK,carrick,male
CARSON,carson,male
CARTER,carter,male
CARTERIO,carterio,male
CARVER,carver,male
CASANDRO,casandro,male
CASIANO,casiano,male
CASIMIRO,casimiro,male
CASIO,casio,male
CASIODORO,casiodoro,male
CASPAR,caspar,male
CASPER,casper,male
CASSIDY,cassidy,male
CASSIUS,cassius,male
CASTO,casto,male
CASTOR,castor,male
CASTORIO,castorio,male
CASTRENSE,castrense,male
CASTRICIANO,castriciano,male
CASTULO,castulo,male
CATALDO,cataldo,male
CATO,cato,male
CATON,caton,male
CATRIAN,catrian,male
CATRIEL,catriel,male
CATULINO,catulino,male
CATULO,catulo,male
CAUSIANO,causiano,male
CAYETANO,cayetano,male
CAYO,cayo,male
CEADAS,ceadas,male
CEASAR,ceasar,male
CECIL,cecil,male
CECILIO,cecilio,male
CEDAR,cedar,male
CEDRIC,cedric,male
CEFERINO,ceferino,male
CELEDONIO,celedonio,male
CELERINO,celerino,male
CELESTINO,celestino,male
CELIANO,celiano,male
CELIO,celio,male
CELSO,celso,male
CENOBIO,cenobio,male
CENSURIO,censurio,male
CERBERO,cerbero,male
CERBONIO,cerbonio,male
CEREAL,cereal,male
CERNE,cerne,male
CESAR,cesar,male
CESARAUGUSTANUS,cesaraugustanus,male
CESAREO,cesareo,male
CESARIO,cesario,male
CESIDIO,cesidio,male
CEUMAR,ceumar,male
CHAD,chad,male
CHAIM,chaim,male
CHAL,chal,male
CHALE,chale,male
CHALMERS,chalmers,male
CHANCE,chance,male
CHANCELLOR,chancellor,male
CHANDER,chander,male
CHANDLER,chandler,male
CHANDRA,chandra,male
CHANEY,chaney,male
CHAPMAN,chapman,male
CHARLES,charles,male
CHASE,chase,male
CHAUNCEY,chauncey,male
CHAY,chay,male
CHAYTON,chayton,male
CHE,che,male
CHEN,chen,male
CHENEY,cheney,male
CHENG KO,cheng ko,male
CHESTER,chester,male
CHEVALIER,chevalier,male
CHILDERICO,childerico,male
CHILTON,chilton,male
CHIN,chin,male
CHIAVANA,chiávana,male
CHRISTHIAN,christhian,male
CHRISTIAM,christiam,male
CHRISTIAN,christian,male
CHRISTOPHER,christopher,male
CHRISTOS,christos,male
CHUCK,chuck,male
CHUKWUMA,chukwuma,male
CHARAKA,cháraka,male
CIAN,cian,male
CICERON,ciceron,male
CINDEO,cindeo,male
CINTIO,cintio,male
CIPRIANO,cipriano,male
CIRANO,cirano,male
CIRIACO,ciriaco,male
CIRILIO,cirilio,male
CIRILO,cirilo,male
CIRINEO,cirineo,male
CIRINO,cirino,male
CIRO,ciro,male
CISELO,ciselo,male
CITINO,citino,male
CLARENCE,clarence,male
CLARENCIO,clarencio,male
CLARK,clark,male
CLARKE,clarke,male
CLARO,claro,male
CLASICO,clasico,male
CLATEO,clateo,male
CLAUDE,claude,male
CLAUDIO,claudio,male
CLAUS,claus,male
CLAY,clay,male
CLAYTON,clayton,male
CLEARVON,clearvon,male
CLEARY,cleary,male
CLEMENET,clemenet,male
CLEMENS,clemens,male
CLEMENTE,clemente,male
CLEMENTINO,clementino,male
CLEOFAS,cleofas,male
CLEON,cleon,male
CLEONICO,cleonico,male
CLERO,clero,male
CLETO,cleto,male
CLEVELAND,cleveland,male
CLEVER,clever,male
CLICERIO,clicerio,male
CLIFF,cliff,male
CLIFFORD,clifford,male
CLIFTON,clifton,male
CLIMACO,climaco,male
CLINIO,clinio,male
CLINT,clint,male
CLINTON,clinton,male
CLIVER,cliver,male
CLODOALDO,clodoaldo,male
CLODOMIRO,clodomiro,male
CLODOVEO,clodoveo,male
CLODULFO,clodulfo,male
CODRATO,codrato,male
COHIUE,cohiue,male
COIRON,coirón,male
COLEMAN,coleman,male
COLIN,colin,male
COLLIN,collin,male
COLM,colm,male
COLMAN,colman,male
COLMANO,colmano,male
COLOMANO,colomano,male
COLOMBINO,colombino,male
COLOMBO,colombo,male
COLON,colon,male
COLTER,colter,male
COLTON,colton,male
COLUMBANO,columbano,male
COMODO,comodo,male
CONAN,conan,male
CONCESO,conceso,male
CONCORDIO,concordio,male
CONFUCIO,confucio,male
CONLAN,conlan,male
CONNOR,connor,male
CONO,cono,male
CONON,conon,male
CONOR,conor,male
CONRAD,conrad,male
CONRADO,conrado,male
CONSTANCIO,constancio,male
CONSTANTIN,constantin,male
CONSTANTINE,constantine,male
CONSTANTINO,constantino,male
CONTARDO,contardo,male
CONWAY,conway,male
COOK,cook,male
COOPER,cooper,male
COPRETES,copretes,male
CORAN,coran,male
CORBETT,corbett,male
CORBIN,corbin,male
CORBINIANO,corbiniano,male
CORCORAN,corcoran,male
CORDELL,cordell,male
COREBO,corebo,male
COREY,corey,male
CORIOLANO,coriolano,male
CORNELIO,cornelio,male
CORNELIUS,cornelius,male
CORNELL,cornell,male
CORONA,corona,male
CORONADOS,coronados,male
CORONO,corono,male
CORT,cort,male
CORY,cory,male
COSLET,coslet,male
COSME,cosme,male
COSMO,cosmo,male
COTIDO,cotido,male
COURTLAND,courtland,male
CRATON,craton,male
CRECENCIO,crecencio,male
CREIGHTON,creighton,male
CRESCENCIANO,crescenciano,male
CRESCENCIO,crescencio,male
CRESCENCION,crescencion,male
CRESCENTE,crescente,male
CRESCONIO,cresconio,male
CRESO,creso,male
CRISANTO,crisanto,male
CRISOFORO,crisoforo,male
CRISOGONO,crisogono,male
CRISOL,crisol,male
CRISOLOGO,crisologo,male
CRISOSTOMO,crisostomo,male
CRISOTELO,crisotelo,male
CRISPIN,crispin,male
CRISPINIANO,crispiniano,male
CRISPO,crispo,male
CRISPOLO,crispolo,male
CRISPULO,crispulo,male
CRISPIN,crispín,male
CRISTHIAM,cristhiam,male
CRISTHIAN,cristhian,male
CRISTHYAN,cristhyan,male
CRISTIAN,cristian,male
CRISTIANO,cristiano,male
CRISTINO,cristino,male
CRISTIAN,cristián,male
CRISTOBAL,cristobal,male
CRISTOPHER,cristopher,male
CRISTOBAL,cristóbal,male
CRISOSTOMO,crisóstomo,male
CROMACIO,cromacio,male
CRONIDAS,cronidas,male
CROSBY,crosby,male
CUADRAGESIMO,cuadragesimo,male
CUADRATO,cuadrato,male
CUARTILA,cuartila,male
CUARTO,cuarto,male
CUAUHTEMOC,cuauhtémoc,male
CUCIA,cucia,male
CUCUFATE,cucufate,male
CULLEN,cullen,male
CULMACIO,culmacio,male
CUNIBERTO,cuniberto,male
CUPIDO,cupido,male
CURCUDOMO,curcudomo,male
CURONOTO,curonoto,male
CURT,curt,male
CURTIS,curtis,male
CUSTODIO,custodio,male
CUTBERTO,cutberto,male
CUTMANO,cutmano,male
CYNRIC,cynric,male
CYPRIEN,cyprien,male
CYRANO,cyrano,male
CYRIL,cyril,male
CYRUS,cyrus,male
CANDIDO,cándido,male
CESAR,césar,male
DACIANO,daciano,male
DACIO,dacio,male
DADAS,dadas,male
DADHICHI,dadhichi,male
DAG,dag,male
DAGAN,dagan,male
DAGO,dago,male
DAGOBERTO,dagoberto,male
DAHIEL,dahiel,male
DAIAN,daian,male
DAIANO,daiano,male
DAIRO,dairo,male
DAKSHA,daksha,male
DALAN,dalan,male
DALMACIO,dalmacio,male
DALMIRO,dalmiro,male
DALTON,dalton,male
DAMALIS,damalis,male
DAMASIO,damasio,male
DAMASO,damaso,male
DAMEK,damek,male
DAMIAN,damian,male
DAMIANO,damiano,male
DAMIR,damir,male
DAMIAN,damián,male
DAMON,damon,male
DAN,dan,male
DANE,dane,male
DANEL,danel,male
DANGELO,dangelo,male
DANIEL,daniel,male
DANILO,danilo,male
DANIMIRO,danimiro,male
DANKO,danko,male
DANNY,danny,male
DANTE,dante,male
DARBY,darby,male
DARCIEL,darciel,male
DARDO,dardo,male
DAREK,darek,male
DAREN,daren,male
DARIAN,darian,male
DARIEL,dariel,male
DARIEN,darien,male
DARIN,darin,male
DARIO,dario,male
DARKO,darko,male
DARNELL,darnell,male
DARREL,darrel,male
DARREN,darren,male
DARRIN,darrin,male
DARRYL,darryl,male
DARSHAN,darshan,male
DARIO,darío,male
DASHARATHA,dasharatha,male
DASIO,dasio,male
DASTAN,dastan,male
DATIVO,dativo,male
DATO,dato,male
DAVE,dave,male
DAVID,david,male
DAVIN,davin,male
DAVINO,davino,male
DAVIS,davis,male
DAVOR,davor,male
DAX,dax,male
DE DIOS,de dios,male
DE JESUS,de jesus,male
DEACON,deacon,male
DEAN,dean,male
DECIO,decio,male
DECKER,decker,male
DECOROSO,decoroso,male
DEDALO,dedalo,male
DEIAN,deian,male
DEL TEHUSHEN,del tehushén,male
DELANO,delano,male
DELBERT,delbert,male
DELCOLA,delcola,male
DELFIN,delfin,male
DELFINO,delfino,male
DELFOR,delfor,male
DELSIN,delsin,male
DEMAN,deman,male
DEMETRIO,demetrio,male
DEMETRIUS,demetrius,male
DEMI,demi,male
DEMIAN,demian,male
DEMOCRITO,democrito,male
DEMOSTENES,demostenes,male
DEMPSTER,dempster,male
DENNIS,dennis,male
DEODATO,deodato,male
DEOGRACIAS,deogracias,male
DER,der,male
DEREK,derek,male
DEREX,derex,male
DERMOT,dermot,male
DERRICK,derrick,male
DERRY,derry,male
DESI,desi,male
DESIDERIO,desiderio,male
DESMOND,desmond,male
DEVABHUTI,devabhuti,male
DEVALA,devala,male
DEVIS,devis,male
DEVLIN,devlin,male
DEVNET,devnet,male
DEWEY,dewey,male
DEWI,dewi,male
DEXTER,dexter,male
DHYLAN,dhylan,male
DIAGO,diago,male
DIALLO,diallo,male
DICK,dick,male
DICTIMIO,dictimio,male
DIDAR,didar,male
DIDIER,didier,male
DIDIMO,didimo,male
DIDIO,didio,male
DIEDERICK,diederick,male
DIEGO,diego,male
DIETER,dieter,male
DILAN,dilan,male
DILLAN,dillan,male
DILLON,dillon,male
DIMAS,dimas,male
DIMITRI,dimitri,male
DINO,dino,male
DIOCLEDIANO,dioclediano,male
DIOCLES,diocles,male
DIODORO,diodoro,male
DIOGENES,diogenes,male
DIOMEDES,diomedes,male
DION,dion,male
DIONEL,dionel,male
DIONICIO,dionicio,male
DIONISIO,dionisio,male
DIONYSUS,dionysus,male
DIOSCORO,dioscoro,male
DIOSDADO,diosdado,male
DIRK,dirk,male
DISIBORDO,disibordo,male
DIVICO,divico,male
DIXIE,dixie,male
DIXON,dixon,male
DMITRI,dmitri,male
DOANE,doane,male
DOBROMIR,dobromir,male
DOBRY,dobry,male
DOLCE,dolce,male
DOM,dom,male
DOMENICO,domenico,male
DOMICIANO,domiciano,male
DOMICIO,domicio,male
DOMINGO,domingo,male
DOMINIC,dominic,male
DOMINICK,dominick,male
DOMINION,dominion,male
DON,don,male
DONADIO,donadio,male
DONALD,donald,male
DONALDO,donaldo,male
DONARDO,donardo,male
DONAT,donat,male
DONATIEN,donatien,male
DONATO,donato,male
DONATO - DONATTO,donato - donatto,male
DONNELLY,donnelly,male
DORIAN,dorian,male
DORON,doron,male
DOROTEO,doroteo,male
DORZONG,dorzong,male
DOSITEO,dositeo,male
DOUGAL,dougal,male
DOUGHTON,doughton,male
DOUGLAS,douglas,male
DOUGLASS,douglass,male
DOV,dov,male
DOVBER,dovber,male
DOYLE,doyle,male
DRACO,draco,male
DRAKE,drake,male
DRAZEN,drazen,male
DREW,drew,male
DRITARASTRA,dritarastra,male
DROCTOVEO,droctoveo,male
DROGON,drogon,male
DRUPADA,drupada,male
DRUSO,druso,male
DUDLEY,dudley,male
DUFF,duff,male
DUGAN,dugan,male
DUGLAS,duglas,male
DUHAM,duham,male
DUILIO,duilio,male
DUKE,duke,male
DULAS,dulas,male
DULCE JESUS,dulce jesus,male
DULCIDIO,dulcidio,male
DULIO,dulio,male
DUMAN,duman,male
DUNCAN,duncan,male
DUNLOP,dunlop,male
DUNN,dunn,male
DUNSTAN,dunstan,male
DUNSTANO,dunstano,male
DURAND,durand,male
DURVASA,durvasa,male
DURYODHANA,duryodhana,male
DUSAN,dusan,male
DUSCHA,duscha,male
DUSTIN,dustin,male
DUSTY,dusty,male
DUTCH,dutch,male
DUVAN,duvan,male
DWAYNE,dwayne,male
DWIGHT,dwight,male
DYLAN,dylan,male
DYMAS,dymas,male
DYĒUS,dyēus,male
DAMASO,dámaso,male
EADBERTO,eadberto,male
EADMUNDO,eadmundo,male
EADOIN,eadoin,male
EAMON,eamon,male
EATON,eaton,male
EBAL,ebal,male
EBAN,eban,male
EBERARDO,eberardo,male
EBICIARO,ebiciaro,male
EBON,ebon,male
EBRILL,ebrill,male
EBRULFO,ebrulfo,male
ECEQUIEL,ecequiel,male
ECIAR,eciar,male
EDAN,edan,male
EDBERTO,edberto,male
EDDERSSON,eddersson,male
EDDINE,eddine,male
EDELMAR,edelmar,male
EDELMIRO,edelmiro,male
EDEN,eden,male
EDER,eder,male
EDESIO,edesio,male
EDESO,edeso,male
EDGAR,edgar,male
EDGARD,edgard,male
EDGARDO,edgardo,male
EDIER,edier,male
EDILBERTO,edilberto,male
EDILIO,edilio,male
EDIPO,edipo,male
EDISON,edison,male
EDISSON,edisson,male
EDISTIO,edistio,male
EDMUNDO,edmundo,male
EDSEL,edsel,male
EDSON,edson,male
EDUAR,eduar,male
EDUARD,eduard,male
EDUARDO,eduardo,male
EDWARD,edward,male
EDWARDO,edwardo,male
EDWIN,edwin,male
EERO,eero,male
EFEBO,efebo,male
EFISIO,efisio,male
EFRAIM,efraim,male
EFRAIN,efrain,male
EFRAT,efrat,male
EFRAIM,efraím,male
EFRAIN,efraín,male
EFREM,efrem,male
EFREN,efren,male
EFROG,efrog,male
EGAN,egan,male
EGBERTO,egberto,male
EGDUNO,egduno,male
EGEO,egeo,male
EGIDIO,egidio,male
EGISTO,egisto,male
EGMIDIO,egmidio,male
EGON,egon,male
EGRYN,egryn,male
EHIBRAJAM,ehibrajam,male
EIAL,eial,male
EIBE,eibe,male
EIDAN,eidan,male
EINAR,einar,male
EIRLAN,eirlan,male
EITAN,eitan,male
EITEL,eitel,male
ELADIO,eladio,male
ELBER,elber,male
ELBIO,elbio,male
ELDELMAN,eldelman,male
ELDEN,elden,male
ELDON,eldon,male
ELEAZAR,eleazar,male
ELEAZARO,eleazaro,male
ELEK,elek,male
ELENIO,elenio,male
ELEODORO,eleodoro,male
ELEUTERIO,eleuterio,male
ELI,eli,male
ELIAB,eliab,male
ELIAHU,eliahu,male
ELIAM,eliam,male
ELIAS,elias,male
ELICIO,elicio,male
ELIDO,elido,male
ELIECER,eliecer,male
ELIEL,eliel,male
ELIEZER,eliezer,male
ELIFONSO,elifonso,male
ELIGIO,eligio,male
ELIJAH,elijah,male
ELIMELEJ,elimelej,male
ELINEMAS,elinemas,male
ELIO,elio,male
ELIODORO,eliodoro,male
ELIOT,eliot,male
ELISAMA,elisama,male
ELISANDRO,elisandro,male
ELISEO,eliseo,male
ELISIO,elisio,male
ELJANAN,eljanan,male
ELKAN,elkan,male
ELKIN,elkin,male
ELLERY,ellery,male
ELLIOT,elliot,male
ELMAR,elmar,male
ELMO,elmo,male
ELOI,eloi,male
ELOY,eloy,male
ELPIDIO,elpidio,male
ELSIO,elsio,male
ELTON,elton,male
ELVIN,elvin,male
ELVIO,elvio,male
ELVIS,elvis,male
ELIAS,elías,male
EMANUEL,emanuel,male
EMANUELE,emanuele,male
EMANUELLE,emanuelle,male
EMERENCIANO,emerenciano,male
EMERICO,emerico,male
EMERIO,emerio,male
EMERSON,emerson,male
EMERY,emery,male
EMETERIO,emeterio,male
EMIGDIO,emigdio,male
EMIL,emil,male
EMILIANO,emiliano,male
EMILIO,emilio,male
EMIR,emir,male
EMMANUEL,emmanuel,male
EMMETT,emmett,male
ENADIO,enadio,male
ENEAS,eneas,male
ENGELBERTO,engelberto,male
ENIO,enio,male
ENNIO,ennio,male
ENNIS,ennis,male
ENOC,enoc,male
ENOCH,enoch,male
ENODIO,enodio,male
ENRICO,enrico,male
ENRIQUE,enrique,male
ENUEL,enuel,male
ENUNCIANO,enunciano,male
ENYETO,enyeto,male
ENZEL,enzel,male
ENZO,enzo,male
ENOS,enós,male
EOIN,eoin,male
EOLO,eolo,male
EOS,eos,male
EPHRAIM,ephraim,male
EPICURO,epicuro,male
EPIFANIO,epifanio,male
EPIGMENO,epigmeno,male
EPIMACO,epimaco,male
EPIMENIDES,epimenides,male
EPUMARI,epumari,male
ERACLIO,eraclio,male
ERARDO,erardo,male
ERASMO,erasmo,male
ERASMUS,erasmus,male
ERASTOSTENES,erastostenes,male
ERASTRATO,erastrato,male
ERASTUS,erastus,male
EREBO,erebo,male
EREK,erek,male
ERGASTO,ergasto,male
ERIC,eric,male
ERICK,erick,male
ERICO,erico,male
ERIK,erik,male
ERIE,eriè,male
ERLAND,erland,male
ERMELANDO,ermelando,male
ERMINDO,ermindo,male
ERMINO,ermino,male
ERMINOLDO,erminoldo,male
ERNALDO,ernaldo,male
ERNEST,ernest,male
ERNESTINO,ernestino,male
ERNESTO,ernesto,male
ERNIE,ernie,male
ERNO,erno,male
EROL,erol,male
EROS,eros,male
ERROL,errol,male
ERSKINE,erskine,male
ERUEDO,eruedo,male
ERVALDO,ervaldo,male
ERWIN,erwin,male
ERYX,eryx,male
ESAU,esau,male
ESAU,esaú,male
ESCIPION,escipion,male
ESCUBICULO,escubiculo,male
ESCULAPIO,esculapio,male
ESDRAS,esdras,male
ESIBEN,esiben,male
ESIO,esio,male
ESIQUIO,esiquio,male
ESLEM,eslem,male
ESME,esme,male
ESMOND,esmond,male
ESOPO,esopo,male
ESPARTACO,espartaco,male
ESPECIOSO,especioso,male
ESPEN,espen,male
ESPERATO,esperato,male
ESPIN,espin,male
ESPINOLO,espinolo,male
ESPIRIDION,espiridion,male
ESPOLONO,espolono,male
ESQUIRION,esquirion,male
ESSIEN,essien,male
ESTANISLAO,estanislao,male
ESTEBAN,esteban,male
ESTEFANO,estefano,male
ESTRATON,estraton,male
ESUTRATO,esutrato,male
ESUTREMONIO,esutremonio,male
ETBINO,etbino,male
ETEBERTO,eteberto,male
ETELBERTO,etelberto,male
ETELFRIDO,etelfrido,male
ETELWOLDO,etelwoldo,male
ETERIO,eterio,male
ETHAN,ethan,male
ETHELBALDO,ethelbaldo,male
ETIENNE,etienne,male
ETON,eton,male
ETU,etu,male
EUBERTO,euberto,male
EUBULO,eubulo,male
EUCARIO,eucario,male
EUCARPO,eucarpo,male
EUCLIDES,euclides,male
EUDES,eudes,male
EUDORO,eudoro,male
EUDOSIO,eudosio,male
EUDOXIO,eudoxio,male
EUFEMIO,eufemio,male
EUFRASIO,eufrasio,male
EUFRONIO,eufronio,male
EUGENE,eugene,male
EUGENIO,eugenio,male
EULALIO,eulalio,male
EULOGIO,eulogio,male
EUMENIO,eumenio,male
EUNO,euno,male
EUPILO,eupilo,male
EUPREPIO,euprepio,male
EUQUERIO,euquerio,male
EURICO,eurico,male
EURIPIDES,euripides,male
EUSEBIO,eusebio,male
EUSIQUIO,eusiquio,male
EUSTACIO,eustacio,male
EUSTAQUIO,eustaquio,male
EUSTASIO,eustasio,male
EUSTATO,eustato,male
EUSTERIO,eusterio,male
EUSTOQUIO,eustoquio,male
EUSTORGIO,eustorgio,male
EUSTOSIO,eustosio,male
EUTIMIO,eutimio,male
EUTIQUES,eutiques,male
EUTIQUIANO,eutiquiano,male
EUTIQUIO,eutiquio,male
EUTRAPIO,eutrapio,male
EUTROPIO,eutropio,male
EUVALDO,euvaldo,male
EVAGRIO,evagrio,male
EVAN,evan,male
EVANDER,evander,male
EVANDO,evando,male
EVANGELINO,evangelino,male
EVANGELISTA,evangelista,male
EVANS,evans,male
EVARISTO,evaristo,male
EVASIO,evasio,male
EVELIO,evelio,male
EVENCIO,evencio,male
EVER,ever,male
EVERARDO,everardo,male
EVERETT,everett,male
EVERGISTO,evergisto,male
EVERMODO,evermodo,male
EVERTON,everton,male
EVILASIO,evilasio,male
EVODIO,evodio,male
EVRARDO,evrardo,male
EVRULFO,evrulfo,male
EXANTO,exanto,male
EXEQUIEL,exequiel,male
EXPEDITO,expedito,male
EXUPERANCIO,exuperancio,male
EXUPERIO,exuperio,male
EZEKIEL,ezekiel,male
EZEQUIAS,ezequias,male
EZEQUIEL,ezequiel,male
EZIO,ezio,male
EZRA,ezra,male
FABIAN,fabian,male
FABIANO,fabiano,male
FABIO,fabio,male
FABIAN,fabián,male
FABRICIANO,fabriciano,male
FABRICIO,fabricio,male
FABRIZIO,fabrizio,male
FACUNDO,facundo,male
FADRIQUE,fadrique,male
FADY,fady,male
FAGAN,fagan,male
FAI,fai,male
FAIRFAX,fairfax,male
FAISAL,faisal,male
FALCON,falcon,male
FANDILAS,fandilas,male
FANTINO,fantino,male
FARAJ,faraj,male
FARAON,faraon,male
FARID,farid,male
FARIS,faris,male
FARNACIO,farnacio,male
FARON,faron,male
FARRELL,farrell,male
FATIN,fatin,male
FAUSTINIANO,faustiniano,male
FAUSTINO,faustino,male
FAUSTO,fausto,male
FAVIO,favio,male
FAZZIO,fazzio,male
FEBADIO,febadio,male
FEBO,febo,male
FEBRONIO,febronio,male
FEDERICO,federico,male
FEDOR,fedor,male
FELICIANO,feliciano,male
FELICISIMO,felicisimo,male
FELIPE,felipe,male
FELIX,felix,male
FENTON,fenton,male
FEQUINO,fequino,male
FERDINAND,ferdinand,male
FERDINANDO,ferdinando,male
FERGAL,fergal,male
FERGUS,fergus,male
FERMAN,ferman,male
FERMIN,fermin,male
FERMIN,fermín,male
FERNANDO,fernando,male
FERNEY,ferney,male
FERRAN,ferran,male
FERREOL,ferreol,male
FERREOLO,ferreolo,male
FERRIS,ferris,male
FERRUCIO,ferrucio,male
FERTO,ferto,male
FIACRO,fiacro,male
FIBICEO,fibiceo,male
FICK,fick,male
FIDEL,fidel,male
FIDENCIANO,fidenciano,male
FIDENCIO,fidencio,male
FIDOLO,fidolo,male
FILADELFO,filadelfo,male
FILAN,filan,male
FILAPIANO,filapiano,male
FILASTRO,filastro,male
FILEAS,fileas,male
FILEMON,filemon,male
FILEMON,filemón,male
FILIBERTO,filiberto,male
FILINDO,filindo,male
FILIPE . MARTIR FESTIV. 17 DE AGOSTO,filipe . martir festiv. 17 de agosto,male
FILIPO,filipo,male
FILIPPO,filippo,male
FILOCTETES,filoctetes,male
FILOGENO,filogeno,male
FILON,filon,male
FILOTEO,filoteo,male
FILOTERO,filotero,male
FINCH,finch,male
FINIANO,finiano,male
FINLEY,finley,male
FINN,finn,male
FINNIAN,finnian,male
FINTANO,fintano,male
FIRMAN,firman,male
FIRMATO,firmato,male
FIRMILIANO,firmiliano,male
FIRMO,firmo,male
FIRNEO,firneo,male
FITZPATRICK,fitzpatrick,male
FIODOR,fiódor,male
FLAMINIO,flaminio,male
FLANN,flann,male
FLANNERY,flannery,male
FLAVIAN,flavian,male
FLAVIANO,flaviano,male
FLAVIO,flavio,male
FLETCHER,fletcher,male
FLINN,flinn,male
FLOREAL,floreal,male
FLORENCIO,florencio,male
FLORENTE,florente,male
FLORENTINO,florentino,male
FLORESTANO,florestano,male
FLORIAN,florian,male
FLORIANO,floriano,male
FLORINDO,florindo,male
FLORIO,florio,male
FLORIAN,florián,male
FLORO,floro,male
FLOVIANO,floviano,male
FLOYD,floyd,male
FLYNN,flynn,male
FOCAS,focas,male
FOCIO,focio,male
FOLCO,folco,male
FORBES,forbes,male
FOREST,forest,male
FORMERIO,formerio,male
FORREST,forrest,male
FORRESTER,forrester,male
FORTUNATO,fortunato,male
FOSTER,foster,male
FOTINO,fotino,male
FRANC. DE CARACCIOLO,franc. de caracciolo,male
FRANC. DE JERONIMO,franc. de jeronimo,male
FRANC. DE POSADAS,franc. de posadas,male
FRANCESCO,francesco,male
FRANCINO,francino,male
FRANCISCO,francisco,male
FRANCISCO COLMENARIO,francisco colmenario,male
FRANCISCO DE ASIS,francisco de asis,male
FRANCISCO DE BORJA,francisco de borja,male
FRANCISCO DE PAULA,francisco de paula,male
FRANCISCO DE REGIS,francisco de regis,male
FRANCISCO DE SALES,francisco de sales,male
FRANCISCO GALVEZ,francisco galvez,male
FRANCISCO JAVIER,francisco javier,male
FRANCISCO SOLANO,francisco solano,male
FRANCISCO TILELMAN,francisco tilelman,male
FRANCO,franco,male
FRANCOIS,francois,male
FRANCZISZEK,francziszek,male
FRANK,frank,male
FRANKLIN,franklin,male
FRANKLY,frankly,male
FRANKLYN,franklyn,male
FRANZ,franz,male
FRASIER,frasier,male
FRATERNO,fraterno,male
FRED,fred,male
FREDDY,freddy,male
FREDERICH,frederich,male
FREDERICO,frederico,male
FREDESWINDA,fredeswinda,male
FREDI,fredi,male
FREDY,fredy,male
FREMONT,fremont,male
FRICK,frick,male
FRIDOLINO,fridolino,male
FRIEDRICH,friedrich,male
FRIGIDIANO,frigidiano,male
FRITZ,fritz,male
FRITZI,fritzi,male
FROABUGA,froabuga,male
FROBERTO,froberto,male
FROILAN,froilan,male
FROILAN,froilán,male
FRONTON,fronton,male
FROSCULO,frosculo,male
FRUCTULO,fructulo,male
FRUCTUOSO,fructuoso,male
FRUMENCIO,frumencio,male
FUAD,fuad,male
FUBRADO,fubrado,male
FULBERTO,fulberto,male
FULCO,fulco,male
FULGENCIO,fulgencio,male
FULVIO,fulvio,male
FURSY,fursy,male
FUSIANO,fusiano,male
FELIX,félix,male
GABE,gabe,male
GABELO,gabelo,male
GABINO,gabino,male
GABRIEL,gabriel,male
GADI,gadi,male
GADIEL,gadiel,male
GAEL,gael,male
GAETANO,gaetano,male
GAGE,gage,male
GAGO,gago,male
GAIUS,gaius,male
GALDINO,galdino,male
GALEN,galen,male
GALENO,galeno,male
GALGANO,galgano,male
GALICANO,galicano,male
GALILEO,galileo,male
GALLAGHER,gallagher,male
GALO,galo,male
GALT,galt,male
GALTON,galton,male
GALVIN,galvin,male
GAMAL,gamal,male
GAMALIEL,gamaliel,male
GAMBLE,gamble,male
GAMELBERTO,gamelberto,male
GANDHARVA,gandharva,male
GANDOLFO,gandolfo,male
GANDULFO,gandulfo,male
GANESHA,ganesha,male
GANIMEDES,ganimedes,male
GANNON,gannon,male
GARABED,garabed,male
GARAINT,garaint,male
GARDEL,gardel,male
GARDIS,gardis,male
GARETH,gareth,male
GARGA MUNI,garga muni,male
GARIBALDI,garibaldi,male
GARRET,garret,male
GARRETT,garrett,male
GARRICK,garrick,male
GARRIDAN,garridan,male
GARRISON,garrison,male
GARRY,garry,male
GARSON,garson,male
GARTH,garth,male
GARUDA,garudá,male
GARWOOD,garwood,male
GARY,gary,male
GASPAR,gaspar,male
GASTON,gaston,male
GASTON,gastón,male
GAUDENCIO,gaudencio,male
GAUDERICO,gauderico,male
GAUDIOSO,gaudioso,male
GAUSBERTO,gausberto,male
GAUTAMA,gautama,male
GAVIN,gavin,male
GAVRIE,gavrie,male
GAVRIEL,gavriel,male
GAYLORD,gaylord,male
GEANLUCA,geanluca,male
GEARY,geary,male
GEBHARD,gebhard,male
GEDEON,gedeon,male
GEDEON,gedeón,male
GELASIO,gelasio,male
GELVER,gelver,male
GEMELO,gemelo,male
GEMINIANO,geminiano,male
GEMINO,gemino,male
GENADIO,genadio,male
GENARO,genaro,male
GENCIANO,genciano,male
